,fname,labels,chroma_stft,mfccs_0,mfccs_1,mfccs_10,mfccs_11,mfccs_12,mfccs_13,mfccs_14,mfccs_15,mfccs_16,mfccs_17,mfccs_18,mfccs_19,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,rolloff,spectral_bandwidth,spectral_centroid,zero_crossing_rate
23,edd6936f.wav,Run,0.6735769,-427.9806,102.115364,-1.4826554,6.8902974,6.152901,3.6761544,0.40112305,2.9598486,0.54838365,1.6686428,-2.2683916,4.8966656,9.01383,37.854454,16.857256,19.043486,14.16506,7.192044,7.1088047,11.893575,3166.5177055027175,2201.3305631586827,1419.1951400331493,0.0338961204386646
24,a0ada026.wav,Zipper_(clothing),0.41094083,-376.89648,81.93134,-7.129933,-0.36788562,-5.6628504,3.7533884,-5.053563,2.4963832,-1.7961276,3.0431466,-2.4943078,4.079362,-6.083132,7.0517287,-2.8043435,-0.92093396,-2.5897079,-3.797942,-2.833127,-2.255633,4881.551963404605,2386.6728376868673,2151.2036780715125,0.07979258040935673
25,7a5e5707.wav,Shatter,0.5856515,-327.78308,-34.265495,-2.0088868,-0.11359629,-7.7203417,-1.3153981,-8.354864,0.6978575,-2.655525,3.9554286,-0.5211497,2.8621116,-0.5897098,-2.636224,-6.850598,-4.2690535,-5.8453875,2.2629242,-1.8765271,3.0211184,8532.53173828125,2557.0650843589965,5629.502629398152,0.48140775240384615
26,42126f20.wav,Church_bell,0.23185188,-286.02774,132.14136,5.496127,10.687728,3.9423296,12.262201,0.928705,-5.0572796,-13.824344,-1.698328,7.082671,9.001859,-75.70114,11.255916,-19.7086,2.1467423,-5.3133645,-0.43554637,-6.4211397,4.1628127,2981.4743148201856,1460.0237026048376,1771.2308275651721,0.1290535274071926
27,0d06ee8b.wav,Toilet_flush,0.6370116,-173.73347,0.28908715,-9.95128,-4.682212,-9.732512,-1.7164927,-5.1965857,3.133904,-1.6260618,6.409394,1.8534083,8.778391,-45.99311,-19.327066,-17.21309,-13.047028,-10.111551,-2.505021,-10.240584,-3.679378,8153.939557352088,2930.3976450681544,4311.4206002670335,0.31727858541183296
28,75ba74db.wav,Car_passing_by,0.5544818,-44.64997,117.46005,-3.3477252,4.602942,-1.5103674,5.2108636,-4.3157787,0.6795093,-3.4329054,2.3921072,-0.7248885,6.2818975,-18.409657,17.435555,0.74426615,11.887622,-5.5559387,8.276353,-8.562115,8.19762,4054.689982786017,2191.124320754327,1944.6500561250477,0.0898244394420904
29,1536cdfe.wav,Zipper_(clothing),0.6521433,-467.87823,89.28069,-0.94840443,5.9526095,-0.6895089,1.9771172,-1.4978491,4.5167723,0.42537352,3.706136,-1.5637622,3.851815,11.543218,36.342953,23.99119,21.275858,6.2021976,18.711744,-0.07980949,11.880064,4150.2685546875,2474.9038623772176,1748.5596691784242,0.036900111607142856
30,f0b26cfb.wav,Tick-tock,0.74315053,-406.60028,89.68983,5.1655593,11.694501,7.172161,11.383272,2.9105053,9.157488,6.3634825,11.739414,6.801692,7.7584276,19.402987,25.396326,14.479862,17.54556,10.257133,13.792486,7.403011,13.512274,3151.491693554234,2363.032069533711,1366.3053920558957,0.021947732381090487
31,bd590943.wav,Zipper_(clothing),0.7087875,-556.7374,88.14492,11.488374,9.884991,8.036161,8.631649,7.3768115,5.42649,5.2751455,5.8462315,2.5477078,3.9837582,51.08984,38.122196,23.445686,18.856445,10.80442,14.628403,6.630711,11.434368,1998.87939453125,2167.5260025871053,1003.2308984323638,0.013167317708333333
32,49cc7d13.wav,Zipper_(clothing),0.48892522,-460.08112,145.91348,8.62736,9.169541,9.216888,8.963953,7.8468456,5.0979304,7.5561304,4.462957,3.031188,4.9001007,51.735035,24.49143,36.422176,32.44686,14.367872,7.6557164,-2.0564923,3.6401927,592.7180653994845,1345.442866596322,482.1846980975132,0.00789807506443299
33,1a598ecc.wav,Zipper_(clothing),0.79754555,-523.99664,87.38424,6.4350505,7.148256,6.539024,7.0442257,3.7988904,4.690743,3.768484,4.589387,3.4608817,3.3006144,31.084774,28.079977,28.64961,27.304358,15.0736065,16.764732,7.0561604,12.986032,2207.7126242897725,2143.8388786590813,1027.9825861276684,0.008915888798701298
34,bfa6c58b.wav,Male_speech_and_man_speaking,0.52216077,-207.40112,106.67307,-3.8563557,6.5687304,-5.488597,6.4573507,5.9560122,-1.1644341,0.49905857,4.4944005,2.2143536,8.928529,43.47484,12.051132,-8.818529,24.738737,-5.730002,26.783104,-2.9427738,-0.8947862,4898.600567511792,2565.761207071597,1946.730215558208,0.06096145341981132
35,845b9b61.wav,Purr,0.7052317,-320.60065,143.45454,5.270008,13.7045555,4.221169,7.894496,1.3169557,4.5048213,2.5174155,7.5189137,1.284597,4.89873,31.507526,23.540333,-0.04853672,16.193783,9.114389,9.149884,-2.9582653,5.6215105,1613.1166958200406,1887.9777526018845,954.316910349667,0.018249936557424594
36,55cf17c7.wav,Child_speech_and_kid_speaking,0.33919486,-307.19574,-34.337944,28.797426,15.049494,7.0842924,3.4716978,-2.550173,0.23018707,0.65696096,10.167232,-5.8577976,4.366296,-35.363125,16.223019,-38.997723,-3.930991,-6.728785,-9.485796,0.06803734,-5.729008,7004.87060546875,2420.667079413975,4429.599325043203,0.33275462962962965
37,7a72cf5d.wav,Male_singing,0.16426967,-187.50862,157.10771,-2.463429,-24.734615,3.2756405,2.2328172,-22.495272,-23.998007,-14.760169,-9.421802,-8.341093,-4.4499493,-18.705048,-23.7473,-51.466835,-34.838383,-22.700415,-12.491993,-42.7615,-28.189873,1241.781354227088,1230.1849076835576,1037.213483221215,0.06515439203886311
38,ad4fee9e.wav,Male_singing,0.3162088,-156.86354,169.22401,-8.689951,-20.712303,-13.618895,-2.1747718,-0.93751025,-0.2907349,-13.023727,-5.1579046,-14.437335,-13.110354,-50.75481,-24.300972,-47.212154,-43.369682,-17.62629,-7.0353413,-32.227726,-15.117948,1727.0698879076087,1238.5323505368417,1158.5555628411992,0.06640170079580746
39,fcd34fbf.wav,Male_singing,0.32119378,-175.46028,171.63193,1.0630046,-12.975563,-12.115161,-1.6050714,-1.9403677,-1.3588116,-13.808218,-4.6694255,-8.795225,-13.067834,-16.165228,4.054248,-49.149353,-57.71334,-22.94319,4.0431447,-16.11554,-17.798435,1316.9227405379931,1242.3748933401753,1036.971920914205,0.06028177566705337
40,735fe89e.wav,Scissors,0.26973847,-530.8021,31.08374,6.0717807,15.196764,8.62456,7.487162,6.1638956,9.7407875,0.2561031,2.4402282,-2.4712274,2.7891483,30.54565,35.259434,26.434464,30.0362,5.691813,25.104008,12.747741,14.797773,4865.386617408609,2676.249960782628,2493.631594865897,0.03590479436910377
41,46dc70fc.wav,Zipper_(clothing),0.32486695,-452.61502,92.91008,7.876785,12.930392,6.2190466,9.977307,3.9976099,8.606199,2.8761444,2.8397763,-0.7624543,2.1411657,10.547968,20.431004,13.342162,27.603125,12.516292,22.15282,6.0338807,18.049082,3565.2517064846415,2344.295114678046,1525.3675614219542,0.02381079351535836
42,2a0c0987.wav,Purr,0.7798834,-510.0886,103.911644,14.564725,11.889654,10.406236,7.3487644,6.249371,5.8469486,5.4379797,7.088266,5.702918,6.544075,27.929842,37.545624,17.200535,23.517256,6.660129,11.264536,11.932633,11.950156,1618.7830144708807,1871.0094217958592,842.165861462432,0.008594859730113636
43,0435216a.wav,Keys_jangling,0.48099282,-421.92816,-88.681,1.4839094,12.662008,17.957947,4.5878277,4.6001506,14.607102,6.464522,9.265609,7.1745543,10.716756,-24.08296,27.154324,25.702787,-15.451881,6.710567,15.677554,9.754581,12.867322,9038.724385060179,3042.123984968505,5501.33813031972,0.378847339037123
44,43348c06.wav,Buzz,0.22990876,-263.5119,55.73643,-5.390541,10.245683,-10.865656,-0.58191985,5.3468823,-7.8139095,1.7538495,1.4629573,-11.961014,3.7009635,-22.053284,45.610794,-22.993378,16.932577,1.3451129,-0.3193522,9.824175,-1.850724,5132.911644912348,2169.5631490508413,3284.866472463251,0.2300947980182927
45,bacae58a.wav,Frying_(food),0.6380032,-244.97807,17.425299,-19.524597,-11.458594,-12.165087,-9.406597,-13.159639,-5.2709155,-10.684782,-2.8441815,-9.754568,-3.2505035,-23.058083,9.368847,-22.164473,-6.3656616,-10.6740885,-7.5443134,-17.32919,-8.497092,7355.412444714327,2730.411805103889,4077.233797816415,0.3126234864414153
46,ba029236.wav,Frying_(food),0.5855048,-179.94287,-64.9912,-23.224636,-3.0700796,-4.11172,7.568888,-2.5946908,-3.1326635,-12.857916,-0.69615716,-8.168104,1.2370375,-29.349957,9.865028,-22.224026,5.991493,-22.419538,-7.3218436,-18.74027,-20.503382,8086.296622983871,2364.682434829082,5395.117663127088,0.4858516570060484
47,74413d46.wav,Church_bell,0.376757,-83.2962,91.21975,-10.981851,-8.423102,-14.688687,-0.3060348,-6.5424323,1.9395894,-4.2766566,-0.4944174,-6.8100667,7.368394,-73.13419,-4.4582615,-3.6958597,-17.160032,-12.442145,3.3723648,-19.851648,-9.397884,3394.1024461644433,1820.838546156766,2146.768953625201,0.14603461245649652
48,7a06e703.wav,"Applause,Clapping",0.6822334,-125.87063,18.626406,-6.590169,0.92477906,-6.7244086,1.2659888,-4.6085753,1.7066166,-4.1054344,1.2426254,-4.957062,1.1966785,-67.09181,-13.105847,-8.240328,-5.4007077,-15.598086,0.36623913,-8.885303,-2.124555,6697.125938043793,2560.3777223799048,3533.974684112823,0.24085973752900233
49,45e821c3.wav,Meow,0.34242526,-243.76627,80.984886,-2.4556234,0.49389815,-7.4302397,4.5456614,-0.46536842,8.199133,10.460453,12.400695,9.455537,8.245159,-21.07989,-26.346647,0.05432479,8.950058,4.742503,7.797039,5.832623,-4.659978,4537.975473872951,2454.0451382342076,2232.556688454352,0.1149168587773224
50,a0a85eae.wav,Meow,0.29629922,-217.4886,73.75222,21.311472,-3.4931061,-6.0079293,8.680463,-18.591581,12.587344,6.8745565,15.21991,21.651217,-3.363488,-155.09985,61.93341,-23.675348,0.8604484,8.264828,1.1967063,24.657427,-16.778866,3345.150479403409,1089.4663269034445,2432.429414672153,0.22204959753787878
51,20adca87.wav,Hi-hat,0.75839347,-552.47156,60.283268,15.755739,8.659496,7.1789074,3.5703223,6.7493906,4.077983,-0.41804564,-3.7591164,0.36487237,2.9792714,46.61317,27.962631,24.25502,11.611317,8.460036,6.345348,12.230496,12.148661,6928.30810546875,3401.0228737206144,2246.052067082248,0.00048828125
52,14c64597.wav,Toilet_flush,0.5223315,-170.28584,38.81124,-2.0865853,6.3965497,-0.25212985,2.1660464,-7.1253686,-2.9547267,-6.8078375,0.7941775,-3.5993776,1.8852192,-13.448309,8.29735,-0.9234,6.5839753,-2.9241247,0.9008019,-5.6460724,0.346789,7503.072263359194,2957.4663275386533,3747.798358295329,0.234895002537703
53,7b0c6614.wav,Church_bell,0.1829191,-471.6527,76.87244,24.529392,28.696833,9.520448,6.091796,13.293982,10.910011,-0.9806874,-7.7298775,-7.2825074,3.9134326,1.1828469,-26.844063,-48.703922,-44.790314,-37.16763,-21.664007,-2.0300834,19.13074,1279.2771058403423,1225.7855855936077,1069.8503215546098,0.06521217009860789
54,47b3a2d0.wav,Knock,0.6491389,-549.00586,39.033924,8.154544,7.9570036,7.2920427,7.909952,6.858029,6.424373,4.8466916,4.229751,3.3006353,3.392598,16.527948,16.985905,13.184872,15.570579,12.919761,13.723348,10.936925,10.502407,4727.062676732889,2688.6933380671253,1865.712585258151,0.03813805104408353
55,f7178c2a.wav,Writing,0.4358083,-602.6131,115.519516,-3.9184675,-11.409525,-4.5246534,2.451712,-8.560373,5.273958,2.9549274,-9.85843,-17.499525,-8.595309,-17.998936,-7.1195126,-30.152466,-5.873074,11.612509,-5.9464307,-28.196281,-6.1146564,3369.9462890625,2062.520235435785,1734.754922813785,0.01025390625
56,e6dfd952.wav,Frying_(food),0.6864647,-203.81007,6.263297,-1.4585971,4.699332,-4.5445695,3.4239917,-2.469303,2.802221,-3.1384158,-0.79726934,-8.218695,-0.620389,-2.6238296,8.418291,-4.5706935,10.5548315,-1.3214887,1.6550694,-5.031053,1.9844483,8435.348992598685,2944.94839835059,4853.413358583481,0.4145356641834365
57,8182600b.wav,Frying_(food),0.6328975,-45.913498,31.196238,-4.547242,2.79428,-5.273598,0.6357035,-3.5347676,2.3817532,-1.6405451,2.0439737,-6.018721,0.3274372,-33.467693,-7.501975,-19.49424,-2.7512784,-6.223623,0.8840478,-6.0716267,1.0546126,7246.747208526682,2767.6738180098864,3814.7362090044844,0.28425445910672853
58,beef428f.wav,Frying_(food),0.71621627,-76.669624,10.433941,-2.122644,4.424518,-3.482936,3.297867,-0.88441306,3.0989435,-2.590178,-1.1257316,-9.752103,-1.2749852,-27.682083,-6.572935,-16.028574,2.7845764,-4.555633,0.14380635,-6.9852066,2.1135278,8007.2040177276685,2868.2164300898285,4433.084479101605,0.36139836499419953
59,f988930a.wav,Frying_(food),0.6956436,-47.77033,20.989235,-13.318296,-3.2034578,-8.954253,-1.232248,-6.445617,-2.7922578,-8.7476425,-5.8324804,-14.861947,-9.28797,-44.284653,-8.033984,-24.66504,-6.388474,-12.152915,-6.272161,-15.413032,-8.469078,7166.1449599847565,2704.3878622438942,3843.125628013226,0.28845036204268293
60,8c862be7.wav,Frying_(food),0.68106806,38.374756,13.962655,-7.0739617,4.921927,-1.2509043,3.591423,-3.7157233,1.1252002,-4.6921053,-1.4251821,-9.012308,-2.3900087,-42.01656,-4.9933696,-21.796598,0.23062542,-11.517161,-1.5041549,-12.501393,-1.6220344,7241.42287877322,2667.5222362738195,4020.586533428507,0.3092437838622291
61,a3c8a463.wav,Waves_and_surf,0.68176943,-113.47373,74.85236,-10.45532,-2.3852684,-7.0133257,-3.1956553,-7.288706,0.23332451,-6.354795,-0.13590327,-4.4409943,0.39141643,-25.726334,-4.5975103,-21.867086,-0.53906417,-15.053065,-4.585209,-12.025504,-2.4096453,6005.922426970109,2603.505002409822,2912.9808262649135,0.17758010643115943
62,5d506354.wav,Cricket,0.2766393,-198.10712,44.689022,-0.3510541,37.747482,1.719312,2.0839407,-0.36697203,12.201987,2.1345847,-2.4084353,10.490688,8.62017,-28.609468,25.078938,20.747866,19.230988,4.261855,28.449203,15.930009,-25.135092,5464.450703770661,2504.64232699344,2989.7836511389946,0.17685869705578514
63,a12581b4.wav,Hi-hat,0.64640385,-702.15125,27.916971,-3.066732,3.8292904,-5.8907485,-0.27008703,4.003309,11.550126,0.9022784,0.13311508,-9.16817,2.3873084,12.6322775,10.449753,-9.021659,5.81473,-8.222799,4.7088795,-0.80085766,3.0037568,8109.404296875,3153.1193301172757,4254.0295992257525,0.20405970982142857
64,5dff45c9.wav,Hi-hat,0.41796973,-490.80984,28.013636,2.9215384,9.492041,3.6330457,7.0031967,9.206099,14.026163,3.3497283,0.081238136,-13.288754,-1.6740712,-30.989826,-7.7344174,-34.96375,-13.387191,-30.81239,-9.57201,-7.012283,3.562479,6641.6979337993425,2679.0947210897534,3560.65401529974,0.22678277725563908
65,4d12f731.wav,Fill_(with_liquid),0.4345078,-477.78622,15.776978,9.810233,10.567211,0.24222189,6.5158997,-3.7575233,7.3321466,-0.80293643,4.556738,1.1380631,4.8018527,-36.00493,-1.6598384,6.949136,24.474419,20.643059,7.689535,8.633833,13.06196,7045.209266399515,2793.6809300696477,3742.274146291756,0.16925259294181033
66,67722d33.wav,Zipper_(clothing),0.55133635,-575.1187,82.93976,0.52545387,6.436741,-1.4898691,3.6859498,-2.407394,2.8373008,-0.11718831,1.0911528,-2.4109795,2.4522715,17.728712,26.005892,7.9768314,7.655572,-4.0707746,6.9357085,1.73801,5.0954814,6145.945868434676,2884.014085663883,2588.214723759097,0.10227727315512049
67,aa8d36ba.wav,Zipper_(clothing),0.6877955,-500.02057,39.447086,0.7002125,4.5767365,2.3163493,10.9541025,-1.6557533,2.7325099,-0.4565484,4.993388,-3.1047728,2.1291285,17.394588,33.95066,3.15087,5.0000305,-7.957517,4.1606784,4.879067,4.0520587,7565.6080979567305,3028.6964320577836,3923.28145082089,0.22408353365384615
68,87febe0b.wav,Chewing_and_mastication,0.43618518,-463.93655,58.479935,1.6928576,7.5294247,0.8086246,5.7050734,-1.1422046,5.2594523,-1.3781495,2.3481085,-2.0722523,4.946987,25.317167,33.31561,7.0353794,17.42352,8.264135,12.655471,3.6295934,7.7211576,6199.314253734049,2779.961710334445,3174.267450814564,0.17136292778422274
69,7290783b.wav,Zipper_(clothing),0.60463434,-403.18503,96.386925,-1.7791867,2.9202585,-2.8567572,6.045286,-3.610429,5.1201196,-2.5256314,3.7245743,-0.21315947,2.597509,18.685266,19.947977,-10.642802,3.6523135,-10.017628,4.9808774,4.793277,0.26404336,5590.514145428509,2695.949584400603,2351.661976115718,0.07886478574535963
70,c20d1733.wav,Zipper_(clothing),0.66519904,-385.64377,49.85915,0.5113056,6.563601,-1.8328917,6.9411235,-0.480796,5.2771835,0.9428953,4.5049148,-2.7558157,5.336252,11.791854,23.964779,0.5778506,6.5096865,-2.135907,9.161148,8.638863,5.740525,7052.783203125,2971.3418537287257,3301.6850465197817,0.16132214604591838
71,dfe243ac.wav,Zipper_(clothing),0.6285524,-483.67297,90.19865,-0.9289742,3.616965,-0.7727894,6.8124647,-2.88669,4.141944,1.710183,2.703052,-2.1768398,3.8143883,19.906305,27.892315,10.180798,21.830345,-0.55969244,-0.6578673,1.8261087,5.6903796,5524.94029600493,2737.623170264338,2285.6549104669257,0.08052788754350348
72,59fc1d0d.wav,"Toilet_flush,Gurgling",0.41986772,-233.76991,50.662163,2.3036733,9.007661,-6.070774,-5.7360497,-13.473201,-6.680241,-5.218694,8.721641,5.2174187,8.205168,-16.545687,3.4979877,10.746218,6.4778633,-7.977377,-2.8526344,-18.073717,-6.542228,7046.10202595339,2872.684681564329,3359.380450977433,0.18853242518538135
73,0f381587.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",0.6118112,-113.57329,16.586964,-4.1390753,-0.84973717,-1.3790957,4.7782054,-7.5742946,4.655965,-5.0285196,-1.4110433,-3.7253249,-0.38205084,11.409631,7.110051,-5.823294,10.841592,1.6996937,8.984792,-3.3594923,7.4716616,8199.5040150087,2946.7193373997147,4806.722952247703,0.3639179415603248
74,d7f3ce5d.wav,"Toilet_flush,Gurgling",0.52021825,-365.97092,57.61934,2.7522182,4.77637,-5.1475315,1.8584812,-0.040354658,4.0910482,-2.795353,0.24577592,6.2211704,12.678983,5.850461,12.446991,6.0335774,16.270506,11.145484,12.394027,0.38241008,8.216514,6014.810106230945,2828.833934341882,2616.8108324781015,0.09149120299796748
75,ce701343.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",0.6011548,-325.2555,4.6161714,-12.674876,-2.566184,-8.403458,0.5921748,-7.2078524,-3.2435746,-8.030196,0.21588752,-10.028592,-5.5725665,-15.536081,0.99804735,-12.298379,-16.772982,-9.308045,-1.6978675,-14.687665,-4.9420304,7598.311545632102,2682.0193319647747,4643.683432914377,0.38707263060290403
