fname,labels
c7dc099c.wav,Meow
c076dac9.wav,Scissors
2f5c33bd.wav,Male_speech_and_man_speaking
bc00bedc.wav,Yell
5abf01f9.wav,Male_speech_and_man_speaking
ac5bbb20.wav,Meow
b837646e.wav,Meow
eaf579a5.wav,Meow
5dbfed11.wav,Shatter
3426759f.wav,Gong
8d1d617a.wav,Gong
47bd4d53.wav,Buzz
ca039858.wav,Buzz
addad425.wav,Buzz
3281e695.wav,Buzz
60fcfd63.wav,Buzz
02f54ef1.wav,Buzz
403b8889.wav,Buzz
667b05e7.wav,Buzz
dd9d8398.wav,Buzz
31536ab1.wav,Writing
3c481290.wav,Buzz
a405f3f5.wav,Buzz
b2c523dc.wav,Waves_and_surf
bd25d9eb.wav,Buzz
5a322fcc.wav,Waves_and_surf
04b8360a.wav,Cricket
6c7cd0e0.wav,Accelerating_and_revving_and_vroom
9fb6e634.wav,Accelerating_and_revving_and_vroom
44bf2a5d.wav,Accelerating_and_revving_and_vroom
8b255672.wav,Harmonica
8697dafa.wav,Run
27edb813.wav,Purr
1e0a83aa.wav,Toilet_flush
e66309d9.wav,Bicycle_bell
d1fb51da.wav,Bicycle_bell
074a72f0.wav,Bicycle_bell
35badf6d.wav,Bicycle_bell
89d61b7b.wav,Bicycle_bell
fede840d.wav,Bathtub_(filling_or_washing)
b4edb2c1.wav,Bathtub_(filling_or_washing)
83cd1d79.wav,Toilet_flush
de14cce1.wav,Zipper_(clothing)
43ca99e6.wav,Female_singing
e28c94b3.wav,Female_singing
7305ac89.wav,Female_singing
32995dc6.wav,Clapping
775ecfc8.wav,Cutlery_and_silverware
f81de604.wav,Stream
33b4d669.wav,Clapping
6130c063.wav,Purr
bd346bbf.wav,Clapping
45d213a0.wav,Clapping
a67f7e9f.wav,Clapping
6466f0d2.wav,Clapping
398b4803.wav,Clapping
1b6e74e0.wav,Church_bell
88225d1a.wav,Clapping
db4d4d0c.wav,Meow
499c95f6.wav,Finger_snapping
cc8555d3.wav,Finger_snapping
afa527b3.wav,Finger_snapping
fc9f71b9.wav,Finger_snapping
1e67dfd2.wav,Toilet_flush
8542d045.wav,Toilet_flush
5c6f6103.wav,Finger_snapping
f49eab9e.wav,Finger_snapping
f291b5f4.wav,Finger_snapping
4776db7d.wav,Finger_snapping
bf647bef.wav,Finger_snapping
b4b3de11.wav,Finger_snapping
e989f9f4.wav,Finger_snapping
2ce5262c.wav,Finger_snapping
dbd399d7.wav,Finger_snapping
e072d6b3.wav,Fart
24e7046b.wav,Burping_and_eructation
3614bc28.wav,Tick-tock
919b6b3c.wav,Keys_jangling
bfa468d0.wav,Computer_keyboard
a37e3d98.wav,Computer_keyboard
dc0479bc.wav,Trickle_and_dribble
6aa7887b.wav,Traffic_noise_and_roadway_noise
c51525ca.wav,Bass_drum
efcb8eb5.wav,Screaming
5456ed4e.wav,Bass_drum
409ec2a0.wav,Waves_and_surf
9e552218.wav,Cutlery_and_silverware
33c04154.wav,Computer_keyboard
241cab5c.wav,Scissors
f1f0ac34.wav,Bus
2ff16998.wav,Bus
0ea3fc0c.wav,Bus
205403f8.wav,Bus
8236ace8.wav,Bus
e1367909.wav,Bus
9a7c3b2c.wav,Bus
a91b8ace.wav,Bus
fb74b3bb.wav,Bus
d596840e.wav,Bus
4f52ef6a.wav,Bus
ffe2178b.wav,Bus
d44119a6.wav,Cricket
bce2b20c.wav,Walk_and_footsteps
a2c724ba.wav,Bathtub_(filling_or_washing)
b32f8880.wav,Run
975c689e.wav,Buzz
2a9835a8.wav,Stream
7775d05d.wav,Purr
a0450c8b.wav,Purr
7b0409ba.wav,Purr
5b7a85f5.wav,Waves_and_surf
52d8b4a5.wav,Bathtub_(filling_or_washing)
3b7fcb50.wav,Sneeze
2858707b.wav,Burping_and_eructation
da85aba9.wav,Sneeze
ab0b6d6d.wav,Squeak
29d3717c.wav,Whispering
2c58c81e.wav,Squeak
e515adb3.wav,Mechanical_fan
98f00bd1.wav,Meow
b254264e.wav,Scissors
774e2072.wav,Scissors
fca908ca.wav,Toilet_flush
34ce2dee.wav,Gong
db3b8df4.wav,Computer_keyboard
ba0c5688.wav,Purr
8369d097.wav,Purr
95d5b4a5.wav,Computer_keyboard
e02a26d0.wav,Female_singing
1d51494b.wav,Female_singing
9cc62028.wav,Female_singing
a0451d9b.wav,Female_singing
e4210ac8.wav,Hi-hat
1a94671f.wav,Fart
b94ce640.wav,Microwave_oven
935726b9.wav,Fart
e89ab3f4.wav,Fart
23ee33f6.wav,Fart
9db1cf4a.wav,Fart
2e15ebbf.wav,Fart
e638f8a9.wav,Fart
42331de0.wav,Chirp_and_tweet
8d7992fd.wav,Knock
3107ff15.wav,Writing
bfca162e.wav,Writing
ec5817c8.wav,Drawer_open_or_close
6a0909c3.wav,Male_speech_and_man_speaking
298b136c.wav,Male_speech_and_man_speaking
bf09ea86.wav,Bark
270f0610.wav,Microwave_oven
22371cd0.wav,Male_speech_and_man_speaking
9d77380c.wav,Cricket
3989275f.wav,Male_speech_and_man_speaking
36cb79d1.wav,Whispering
794b9091.wav,Bus
615165ba.wav,Tap
1556167f.wav,Keys_jangling
2572b0a2.wav,Scissors
8a6a88f2.wav,Hiss
2d55b8bb.wav,Tick-tock
fbee16fe.wav,Frying_(food)
00975c2a.wav,Frying_(food)
66e5eafb.wav,Male_singing
7fe42580.wav,Knock
563ac791.wav,Bass_drum
80ec7804.wav,Female_speech_and_woman_speaking
b7627bd1.wav,Toilet_flush
95ba4cf7.wav,Toilet_flush
8743cfbf.wav,Toilet_flush
d0382cd8.wav,Hiss
09b0e193.wav,Child_speech_and_kid_speaking
1ac703b0.wav,Run
85ca04d1.wav,Tick-tock
5290de2f.wav,Frying_(food)
e7199e59.wav,Zipper_(clothing)
c0eef722.wav,Printer
16b49662.wav,Printer
2382e924.wav,Printer
9f955137.wav,Printer
73440c1f.wav,Printer
acbb5ca4.wav,Printer
bfbda4bc.wav,Computer_keyboard
a859d562.wav,Printer
d9a2bbd4.wav,Printer
b2d48b5f.wav,Printer
b52d7a5f.wav,Printer
17bccba6.wav,Printer
a5f3e527.wav,Printer
a383510c.wav,Printer
97b783cf.wav,Printer
0991f0a6.wav,Walk_and_footsteps
acf4a804.wav,Writing
5ef3d187.wav,Tick-tock
62896503.wav,Walk_and_footsteps
426cb55c.wav,Accelerating_and_revving_and_vroom
c4c6b588.wav,Accelerating_and_revving_and_vroom
0bbf64cd.wav,Sneeze
ca5c5f2c.wav,Walk_and_footsteps
f1571439.wav,Clapping
e3e21c70.wav,Chirp_and_tweet
aae85615.wav,Bus
1d27d006.wav,Mechanical_fan
4fa029ee.wav,Mechanical_fan
83b8e73e.wav,Slam
40988301.wav,Waves_and_surf
42f15be9.wav,Chirp_and_tweet
64fb2d68.wav,Motorcycle
c81df90b.wav,Harmonica
a81462a1.wav,Harmonica
d66a4d2f.wav,Harmonica
62cb83e5.wav,Chirp_and_tweet
bb7a77f1.wav,Chirp_and_tweet
eed8492a.wav,Hiss
cc2a5c6e.wav,Cricket
43b7062e.wav,Waves_and_surf
ab995ca4.wav,Waves_and_surf
449f323b.wav,Bathtub_(filling_or_washing)
a836fa49.wav,Cricket
c6521b37.wav,Hiss
6089ad00.wav,Purr
a8774b75.wav,Slam
bb843b39.wav,Church_bell
ab62c926.wav,Trickle_and_dribble
700b9f61.wav,Gurgling
48a1d811.wav,Trickle_and_dribble
56e338d3.wav,Clapping
b8fb2579.wav,Raindrop
5d2b5ba3.wav,Raindrop
cc40bf86.wav,Sneeze
eae2bb65.wav,Raindrop
9f1f76ea.wav,Scissors
474c7b25.wav,Knock
1b2993de.wav,Burping_and_eructation
8e28b9e6.wav,Burping_and_eructation
2ea595d6.wav,Burping_and_eructation
d1488e02.wav,Burping_and_eructation
01565c33.wav,Burping_and_eructation
9ae33921.wav,Burping_and_eructation
7d125398.wav,Chewing_and_mastication
8b09e142.wav,Burping_and_eructation
3c65185e.wav,Toilet_flush
caca2f49.wav,Burping_and_eructation
bf4aea44.wav,Burping_and_eructation
1c6176a1.wav,Knock
8f5bf633.wav,Burping_and_eructation
60dcacfc.wav,Burping_and_eructation
23c09b69.wav,Burping_and_eructation
4bd94899.wav,Burping_and_eructation
1a7d5cc2.wav,Traffic_noise_and_roadway_noise
1df3ad98.wav,Burping_and_eructation
77d7e554.wav,Toilet_flush
6d845f31.wav,Bass_drum
8fc06f77.wav,Crackle
075ee9f7.wav,Buzz
69298464.wav,Chewing_and_mastication
045cae2f.wav,Traffic_noise_and_roadway_noise
d4ab7fa3.wav,Traffic_noise_and_roadway_noise
60e9aa7c.wav,Traffic_noise_and_roadway_noise
fc83076a.wav,Traffic_noise_and_roadway_noise
af25cbf4.wav,Chewing_and_mastication
f5b2add9.wav,Chewing_and_mastication
71ba6662.wav,Chewing_and_mastication
d400eac9.wav,Female_singing
da7838c2.wav,Meow
0596c9ab.wav,Meow
b48c5c1b.wav,Female_singing
0e09eacd.wav,Female_singing
1f454dbf.wav,Gurgling
c5691d33.wav,Male_speech_and_man_speaking
794e1f93.wav,Cricket
d69a1909.wav,Cupboard_open_or_close
1a2a62da.wav,Harmonica
bf1976f4.wav,Burping_and_eructation
e2b65f7f.wav,Harmonica
8483f707.wav,Harmonica
17c5fff8.wav,Harmonica
7511d79f.wav,Harmonica
1f6bbecb.wav,Harmonica
58b163b6.wav,Harmonica
50ebc0a7.wav,Harmonica
d43d857f.wav,Toilet_flush
4d446817.wav,Gasp
66771f12.wav,Gasp
8262bfed.wav,Gasp
64de7473.wav,Gasp
8a8110c2.wav,Gasp
60d3bf6c.wav,Waves_and_surf
f23ed9b2.wav,Chirp_and_tweet
255d71ac.wav,Drip
a7bb2e05.wav,Car_passing_by
cf3c79d1.wav,Keys_jangling
4dce77b0.wav,Car_passing_by
d8b54599.wav,Accelerating_and_revving_and_vroom
b32f49a6.wav,Purr
202090cf.wav,Gasp
ff58ea59.wav,Gasp
24ef9e2a.wav,Sigh
84f39255.wav,Purr
52731572.wav,Gasp
c3c10def.wav,Sigh
e8ad908a.wav,Drawer_open_or_close
ec1444e0.wav,Printer
aa148db3.wav,Microwave_oven
058b172c.wav,Drawer_open_or_close
9e8eb16c.wav,Computer_keyboard
61e3edcc.wav,Motorcycle
c16d6ddf.wav,Writing
5b1705f8.wav,Printer
9a8da7b4.wav,Fill_(with_liquid)
7b62e77c.wav,Gasp
32cd6d2d.wav,Car_passing_by
59ef6c14.wav,Bathtub_(filling_or_washing)
38637ad6.wav,Bathtub_(filling_or_washing)
2859f4b9.wav,Church_bell
3da4166f.wav,Car_passing_by
5cb3912f.wav,Bathtub_(filling_or_washing)
8dc64b95.wav,Cricket
bad29b32.wav,Sigh
25033c9b.wav,Sigh
1564c299.wav,Frying_(food)
ccfd8dff.wav,Fill_(with_liquid)
c6cefff0.wav,Bass_drum
a122963e.wav,Bass_drum
2b558f72.wav,Bass_drum
c748781a.wav,Whispering
11c50e59.wav,Bass_drum
4b3c7b89.wav,Writing
00713ec2.wav,Bass_drum
9b29324e.wav,Run
db18db14.wav,Sigh
af0afe7c.wav,Frying_(food)
5d415674.wav,Frying_(food)
36a0754b.wav,Sigh
bf56b466.wav,Walk_and_footsteps
059ed432.wav,Chewing_and_mastication
74254b2e.wav,Electric_guitar
53a43c64.wav,Sigh
d689158c.wav,Harmonica
2b960078.wav,Yell
4dc347ca.wav,Squeak
a96eb9aa.wav,Writing
fbfdc4f7.wav,Walk_and_footsteps
84e433e1.wav,Computer_keyboard
22c62012.wav,Microwave_oven
74fe8650.wav,Microwave_oven
401f669f.wav,Microwave_oven
406ab1e3.wav,Scissors
dc379325.wav,Hiss
ee9bf01e.wav,Bicycle_bell
5f89060b.wav,Crackle
9ccc7f41.wav,Waves_and_surf
d5905c4d.wav,Tick-tock
a038c354.wav,Motorcycle
169e40a6.wav,Scissors
b7b63bba.wav,Motorcycle
962b4141.wav,Traffic_noise_and_roadway_noise
c1d43744.wav,Slam
7061c153.wav,Screaming
a97e0706.wav,Toilet_flush
1f5cc6b7.wav,Skateboard
2cac02f7.wav,Printer
56532cff.wav,Computer_keyboard
9e23bc44.wav,Chirp_and_tweet
11cb0b22.wav,Drawer_open_or_close
bfc3a3c7.wav,Drawer_open_or_close
208f8291.wav,Printer
408dfb58.wav,Zipper_(clothing)
82e83af9.wav,Male_speech_and_man_speaking
6849f63c.wav,Whispering
04b8c8e3.wav,Cricket
8fafaa8a.wav,Chink_and_clink
8d52dae7.wav,Chirp_and_tweet
2475c27b.wav,Hi-hat
6b7a2db2.wav,Bass_drum
b6a8a248.wav,Stream
dfa9fc33.wav,Gurgling
6ace289e.wav,Walk_and_footsteps
a5f533e1.wav,Sneeze
26863e33.wav,Sneeze
8c031a20.wav,Sneeze
6f500b21.wav,Keys_jangling
369b3817.wav,Knock
b146e8a0.wav,Computer_keyboard
9db92700.wav,Computer_keyboard
e4e25c81.wav,Scissors
a40bae47.wav,Microwave_oven
9071825b.wav,Zipper_(clothing)
c131e17c.wav,Chewing_and_mastication
adb1890d.wav,Fart
51d4c717.wav,Slam
870a78ed.wav,Frying_(food)
2daf02d6.wav,Microwave_oven
91035658.wav,Clapping
5d33d362.wav,Cutlery_and_silverware
b014cdaf.wav,Walk_and_footsteps
c97f9d01.wav,Walk_and_footsteps
bb24039e.wav,Accelerating_and_revving_and_vroom
71084c22.wav,Car_passing_by
f0efc8ca.wav,Car_passing_by
64e9ab3f.wav,Car_passing_by
61fd680c.wav,Car_passing_by
d70e1b09.wav,Car_passing_by
69831d44.wav,Car_passing_by
b78f84a6.wav,Car_passing_by
ac852cfc.wav,Car_passing_by
1f9d5aa1.wav,Car_passing_by
e3ca796e.wav,Car_passing_by
083fa6b4.wav,Knock
d30161b7.wav,Microwave_oven
105779c4.wav,Microwave_oven
24ea8eb8.wav,Race_car_and_auto_racing
fc963825.wav,Race_car_and_auto_racing
276fca70.wav,Bark
d490402a.wav,Toilet_flush
db1bb1e4.wav,Chirp_and_tweet
b51f230d.wav,Run
36399edc.wav,Electric_guitar
48257207.wav,Electric_guitar
f199253a.wav,Electric_guitar
fffa69b7.wav,Electric_guitar
0026f116.wav,Finger_snapping
339fcfb6.wav,Cricket
10c821a2.wav,Finger_snapping
fd35acde.wav,Finger_snapping
b1854b62.wav,Finger_snapping
9f9535fb.wav,Finger_snapping
ec7d7266.wav,Finger_snapping
b2c90347.wav,Finger_snapping
88bf48be.wav,Finger_snapping
1fa867aa.wav,Finger_snapping
ed240eb9.wav,Electric_guitar
1304facb.wav,Bass_guitar
4f433323.wav,Bass_guitar
d53eee7f.wav,Chink_and_clink
8f345d22.wav,Skateboard
a25aedbc.wav,Toilet_flush
9b53bc95.wav,Bicycle_bell
9374db15.wav,Bicycle_bell
de4de5a3.wav,Skateboard
953e70d9.wav,Church_bell
9db0c92e.wav,Microwave_oven
5c3a13e0.wav,Scissors
5435ddab.wav,Scissors
ef2dac94.wav,Scissors
1846a192.wav,Crackle
21152af4.wav,Bathtub_(filling_or_washing)
3344bb35.wav,Writing
c07db711.wav,Walk_and_footsteps
50e4f6b1.wav,Knock
372b2573.wav,Walk_and_footsteps
ea6dcbfb.wav,Purr
218a25cd.wav,Yell
49d01b70.wav,Cricket
37647aca.wav,Chewing_and_mastication
f2f0a2b1.wav,Bark
284634d3.wav,Bark
547f257e.wav,Computer_keyboard
8abaa3b6.wav,Meow
aca0f6c8.wav,Purr
fbfc3289.wav,Church_bell
e0b706c2.wav,Chewing_and_mastication
79852608.wav,Scissors
38f2dc06.wav,Chirp_and_tweet
4e667593.wav,Bathtub_(filling_or_washing)
55f0a22f.wav,Tap
739d791a.wav,Chirp_and_tweet
37f3f81d.wav,Chirp_and_tweet
0217540b.wav,Zipper_(clothing)
95c7b496.wav,Male_speech_and_man_speaking
71282096.wav,Keys_jangling
45a8cdc3.wav,Female_speech_and_woman_speaking
2a3093d4.wav,Bass_drum
46960f43.wav,Car_passing_by
a7b4e842.wav,Cricket
cf809980.wav,Zipper_(clothing)
2eaf420a.wav,Bass_guitar
7da392d8.wav,Waves_and_surf
bf94b14e.wav,Waves_and_surf
627e72eb.wav,Waves_and_surf
c50372d9.wav,Waves_and_surf
b6673e58.wav,Male_speech_and_man_speaking
45073f5f.wav,Waves_and_surf
dc472f35.wav,Run
d018a630.wav,Screaming
17be505b.wav,Purr
e6ee1d41.wav,Toilet_flush
b8ef4cc7.wav,Traffic_noise_and_roadway_noise
9ef93b14.wav,Mechanical_fan
df41fa62.wav,Buzz
e903be1e.wav,Cupboard_open_or_close
48ccc9b9.wav,Cupboard_open_or_close
20e7a4a5.wav,Cupboard_open_or_close
7e739286.wav,Cupboard_open_or_close
5e622db6.wav,Cupboard_open_or_close
0a384bc7.wav,Cupboard_open_or_close
2e5fa425.wav,Cupboard_open_or_close
b6ad0947.wav,Cupboard_open_or_close
5af7b603.wav,Cupboard_open_or_close
359068cb.wav,Cupboard_open_or_close
ec88c693.wav,Cupboard_open_or_close
f55a6870.wav,Cupboard_open_or_close
a2567e1f.wav,Cupboard_open_or_close
bc3f4382.wav,Cupboard_open_or_close
a8e6a85c.wav,Cupboard_open_or_close
9d020e00.wav,Cupboard_open_or_close
345576c7.wav,Cupboard_open_or_close
07889e0f.wav,Cupboard_open_or_close
78267e9d.wav,Cupboard_open_or_close
94e0e440.wav,Cupboard_open_or_close
e6b5c733.wav,Cupboard_open_or_close
7f2ffa25.wav,Cupboard_open_or_close
c0fa9819.wav,Cupboard_open_or_close
72ab7940.wav,Cupboard_open_or_close
c44e9e5f.wav,Cupboard_open_or_close
52c70e44.wav,Cupboard_open_or_close
1cf40f8a.wav,Cupboard_open_or_close
a82277d1.wav,Cupboard_open_or_close
5ec6f01a.wav,Cupboard_open_or_close
92601183.wav,Cupboard_open_or_close
6a457d0d.wav,Cupboard_open_or_close
a57e42e8.wav,Cupboard_open_or_close
7f6469d1.wav,Cupboard_open_or_close
606684ff.wav,Cutlery_and_silverware
32d6fe75.wav,Bicycle_bell
d5ac74bc.wav,Traffic_noise_and_roadway_noise
e2936280.wav,Stream
5c04107c.wav,Motorcycle
4566ad00.wav,Meow
da704451.wav,Chirp_and_tweet
67aa7a83.wav,Zipper_(clothing)
1160023b.wav,Computer_keyboard
b6b1b85d.wav,Computer_keyboard
a3ceca9c.wav,Sneeze
910f20db.wav,Writing
0b8ec4ea.wav,Printer
3d20b39e.wav,Writing
c8c7b116.wav,Squeak
a75dc869.wav,Fart
92e1cda1.wav,Frying_(food)
962f13cd.wav,Scissors
a1b40c4a.wav,Chirp_and_tweet
bb82c65d.wav,Chirp_and_tweet
771f6c75.wav,Female_singing
83338363.wav,Motorcycle
fa4f3c38.wav,Computer_keyboard
f65784cc.wav,Marimba_and_xylophone
95f92a43.wav,Raindrop
6d1e22a9.wav,Whispering
5cc82074.wav,Run
3f33b300.wav,Microwave_oven
6a30ddab.wav,Microwave_oven
57dab015.wav,Cutlery_and_silverware
ea8588fb.wav,Bathtub_(filling_or_washing)
199d1e79.wav,Bathtub_(filling_or_washing)
b29fb0ae.wav,Bathtub_(filling_or_washing)
b72de539.wav,Chirp_and_tweet
1e6bfa17.wav,Microwave_oven
69e4628d.wav,Sneeze
204908cf.wav,Writing
e7d98d96.wav,Frying_(food)
5b19467f.wav,Frying_(food)
378bf710.wav,Frying_(food)
840a0fde.wav,Cutlery_and_silverware
23e73d11.wav,Zipper_(clothing)
ce3a426e.wav,Gurgling
a648380b.wav,Stream
b5a3c641.wav,Tick-tock
0b9906f7.wav,Tick-tock
31fbbf4b.wav,Tick-tock
52cb8094.wav,Tick-tock
56214717.wav,Tick-tock
b2163ea9.wav,Tick-tock
d6666b67.wav,Tick-tock
7eb265e3.wav,Tick-tock
e9eb2991.wav,Tick-tock
c5469334.wav,Tick-tock
68ee8176.wav,Tick-tock
8acdd02c.wav,Walk_and_footsteps
6f47823f.wav,Meow
8c3e8e1d.wav,Waves_and_surf
54fc69c6.wav,Scissors
03730245.wav,Electric_guitar
0d2f75e6.wav,Electric_guitar
cad7b311.wav,Slam
f1620a60.wav,Tap
fa37b665.wav,Bass_drum
fb116595.wav,Cricket
9367defa.wav,Microwave_oven
a5de6657.wav,Toilet_flush
22cf8734.wav,Chewing_and_mastication
aa20e3ab.wav,Electric_guitar
3ce0ce88.wav,Printer
e168b4e9.wav,Printer
4e07b784.wav,Toilet_flush
e8acba5b.wav,Writing
1fe35577.wav,Knock
c741c4ee.wav,Stream
3e7ce94d.wav,Burping_and_eructation
9aa8a6cc.wav,Cricket
c88f895a.wav,Stream
636430b9.wav,Frying_(food)
e54df473.wav,Burping_and_eructation
e1c41fe6.wav,Burping_and_eructation
f58bb8b3.wav,Gasp
ec567c25.wav,Crackle
28710bef.wav,Crackle
eeac327e.wav,Crackle
0c28d31c.wav,Crackle
d21da52b.wav,Mechanical_fan
4aebfe38.wav,Female_singing
26612c89.wav,Female_speech_and_woman_speaking
a5a26460.wav,Fart
6c11c797.wav,Bathtub_(filling_or_washing)
6120c692.wav,Fart
e7dd49f3.wav,Fart
ff42bc5b.wav,Chirp_and_tweet
67834573.wav,Female_speech_and_woman_speaking
4a661ee3.wav,Knock
192cc9c9.wav,Mechanical_fan
611dc08c.wav,Gasp
483f30a8.wav,Gasp
e8c3f6fb.wav,Gasp
859e4e87.wav,Gasp
feca48c8.wav,Electric_guitar
d10b299f.wav,Screaming
4928222b.wav,Screaming
3467e392.wav,Female_speech_and_woman_speaking
eddce22d.wav,Keys_jangling
d2d30636.wav,Microwave_oven
099967d7.wav,Bicycle_bell
6bf2707e.wav,Bicycle_bell
e3ddf967.wav,Stream
e444d38c.wav,Hiss
14778c22.wav,Scissors
904af238.wav,Tick-tock
6c93c107.wav,Clapping
f24e996f.wav,Knock
3fca0e1c.wav,Crackle
9e9ca0b0.wav,Crackle
1c7f3127.wav,Writing
28c23268.wav,Meow
b2196421.wav,Zipper_(clothing)
f4f4ba29.wav,Cricket
60d76bd6.wav,Microwave_oven
9f4af14b.wav,Toilet_flush
975e415a.wav,Printer
35fc9107.wav,Waves_and_surf
fb4a6a7a.wav,Finger_snapping
c40189a3.wav,Marimba_and_xylophone
308a0b39.wav,Chewing_and_mastication
41c7e36e.wav,Drawer_open_or_close
5cf3f9f2.wav,Marimba_and_xylophone
8a05deba.wav,Marimba_and_xylophone
51ee8a25.wav,Marimba_and_xylophone
1db95302.wav,Marimba_and_xylophone
f64b4c3c.wav,Marimba_and_xylophone
09be0615.wav,Marimba_and_xylophone
f686556a.wav,Marimba_and_xylophone
012c15b5.wav,Crackle
fdfa2a24.wav,Crackle
d71d3d7a.wav,Crackle
7d7fc9ef.wav,Toilet_flush
d550a094.wav,Crackle
8af6da68.wav,Crackle
502ed0f4.wav,Crackle
f0e1000f.wav,Tap
407b5e3e.wav,Accordion
323fe68f.wav,Finger_snapping
e7848dbf.wav,Finger_snapping
7acf98dc.wav,Accordion
8defac4b.wav,Accordion
aa737a06.wav,Accordion
79961896.wav,Accordion
0c1ed3d9.wav,Accordion
ad45f734.wav,Accordion
4bf343c2.wav,Accordion
e042a81d.wav,Accordion
dddb8a26.wav,Accordion
73f59801.wav,Accordion
0f1c8f0c.wav,Accordion
18689b49.wav,Accordion
110235bc.wav,Accordion
26ce6750.wav,Tick-tock
958e80a2.wav,Finger_snapping
0cd1b919.wav,Keys_jangling
7f941ef4.wav,Electric_guitar
0b32531f.wav,Crackle
da66b41d.wav,Writing
d9353059.wav,Bass_drum
e925a078.wav,Bass_drum
2a5db8ac.wav,Accordion
1612366a.wav,Accordion
02171503.wav,Accordion
6d78a3a0.wav,Accordion
0fbb5aa0.wav,Accordion
2d8b78aa.wav,Accordion
27dccb98.wav,Accordion
874adfa0.wav,Accordion
18370335.wav,Bark
a8398ca8.wav,Scissors
07d899ed.wav,Church_bell
60a4cafd.wav,Keys_jangling
8f45553f.wav,Mechanical_fan
62562681.wav,Accelerating_and_revving_and_vroom
b3f0e45d.wav,Computer_keyboard
8be3d958.wav,Slam
3315ec7f.wav,Bark
256ca03e.wav,Zipper_(clothing)
bc45e7b9.wav,Hiss
02fb5725.wav,Car_passing_by
f743f4f8.wav,Car_passing_by
f35a9056.wav,Frying_(food)
